x,y,z
-90.8, 1.7, 68.6
-91.5, 1.7, 67.8
-92.0, 1.7, 67.3
-92.7, 1.7, 66.6
-92.7, 1.7, 66.6
-93.4, 1.7, 65.8
-93.9, 1.7, 65.3
-93.9, 1.7, 65.3
-94.7, 1.7, 64.5
-95.2, 1.7, 64.0
-95.2, 1.7, 64.0
-95.9, 1.7, 63.2
-96.4, 1.7, 62.7
-96.4, 1.7, 62.7
-97.1, 1.7, 62.0
-97.6, 1.7, 61.5
-98.1, 1.7, 61.0
-98.1, 1.7, 61.0
-98.9, 1.7, 60.1
-99.4, 1.7, 59.6
-99.4, 1.7, 59.6
-100.2, 1.7, 58.9 
-100.2, 1.7, 58.9 
-101.0, 1.7, 58.0 
-101.5, 1.7, 57.5 
-101.5, 1.7, 57.5 
-102.3, 1.7, 56.6 
-102.3, 1.7, 56.6 
-103.0, 1.7, 55.9 
-103.0, 1.7, 55.9 
-103.9, 1.7, 55.0 
-103.9, 1.7, 55.0 
-104.7, 1.7, 54.1 
-105.2, 1.7, 53.6 
-105.8, 1.7, 53.0 
-105.8, 1.7, 53.0 
-106.5, 1.7, 52.2 
-106.5, 1.7, 52.2 
-107.4, 1.7, 51.2 
-107.4, 1.7, 51.2 
-108.2, 1.7, 50.4 
-108.8, 1.7, 49.8 
-108.8, 1.7, 49.8 
-109.4, 1.7, 49.2 
-109.9, 1.7, 48.7 
-110.3, 1.7, 48.2 
-110.8, 1.7, 47.7 
-111.4, 1.7, 47.1 
-111.4, 1.7, 47.1 
-112.0, 1.7, 46.4 
-112.5, 1.7, 45.9 
-113.4, 1.7, 45.1 
-113.4, 1.7, 45.1 
-114.0, 1.7, 44.4 
-114.6, 1.7, 43.8 
-114.6, 1.7, 43.8 
-115.3, 1.7, 43.0 
-115.9, 1.7, 42.4 
-115.9, 1.7, 42.4 
-116.6, 1.7, 41.6 
-117.2, 1.7, 41.0 
-117.2, 1.7, 41.0 
-117.9, 1.7, 40.2 
-118.5, 1.7, 39.6 
-118.5, 1.7, 39.6 
-119.1, 1.7, 38.9 
-119.9, 1.7, 38.1 
-119.9, 1.7, 38.1 
-120.8, 1.7, 37.1 
-120.8, 1.7, 37.1 
-121.6, 1.7, 36.2 
-121.6, 1.7, 36.2 
-122.4, 1.7, 35.3 
-122.4, 1.7, 35.3 
-123.1, 1.7, 34.6 
-123.1, 1.7, 34.6 
-123.9, 1.7, 33.6 
-123.9, 1.7, 33.6 
-124.7, 1.7, 32.7 
-125.2, 1.7, 32.2 
-125.2, 1.7, 32.2 
-126.0, 1.7, 31.3 
-126.0, 1.7, 31.3 
-126.6, 1.7, 30.5 
-127.2, 1.7, 29.8 
-127.2, 1.7, 29.8 
-127.9, 1.7, 29.0 
-128.6, 1.7, 28.2 
-128.6, 1.7, 28.2 
-129.2, 1.7, 27.4 
-129.2, 1.7, 27.4 
-130.0, 1.7, 26.5 
-130.0, 1.7, 26.5 
-130.8, 1.7, 25.5 
-130.8, 1.7, 25.5 
-131.5, 1.7, 24.6 
-132.1, 1.7, 23.9 
-132.1, 1.7, 23.9 
-132.7, 1.7, 23.1 
-132.7, 1.7, 23.1 
-133.4, 1.7, 22.3 
-133.9, 1.7, 21.6 
-134.4, 1.7, 21.1 
-134.4, 1.7, 21.1 
-135.1, 1.7, 20.1 
-135.1, 1.7, 20.1 
-135.8, 1.7, 19.3 
-135.8, 1.7, 19.3 
-136.6, 1.7, 18.2 
-136.6, 1.7, 18.2 
-137.9, 1.7, 16.5 
-138.4, 1.7, 15.8 
-138.8, 1.7, 15.3 
-138.8, 1.7, 15.3 
-139.5, 1.7, 14.3 
-139.5, 1.7, 14.3 
-140.2, 1.7, 13.3 
-140.6, 1.7, 12.7 
-140.6, 1.7, 12.7 
-141.2, 1.7, 11.9 
-141.6, 1.7, 11.3 
-141.6, 1.7, 11.3 
-142.3, 1.7, 10.3 
-142.7, 1.7, 9.7
-142.7, 1.7, 9.7
-143.4, 1.7, 8.7
-143.4, 1.7, 8.7
-144.1, 1.7, 7.7
-144.1, 1.7, 7.7
-144.7, 1.7, 6.8
-145.3, 1.7, 5.9
-145.3, 1.7, 5.9
-145.8, 1.7, 5.0
-146.3, 1.7, 4.3
-146.3, 1.7, 4.3
-146.9, 1.7, 3.4
-146.9, 1.7, 3.4
-147.6, 1.7, 2.4
-148.0, 1.7, 1.8
-148.4, 1.7, 1.1
-148.4, 1.7, 1.1
-149.0, 1.7, 0.2
-149.5, 1.7, -0.5 
-149.5, 1.7, -0.5 
-150.0, 1.7, -1.4 
-150.0, 1.7, -1.4 
-150.6, 1.7, -2.3 
-150.6, 1.7, -2.3 
-151.2, 1.7, -3.2 
-151.6, 1.7, -3.9 
-151.6, 1.7, -3.9 
-152.3, 1.7, -5.0 
-152.7, 1.7, -5.7 
-152.7, 1.7, -5.7 
-153.3, 1.7, -6.6 
-153.6, 1.7, -7.2 
-154.1, 1.7, -7.9 
-154.1, 1.7, -7.9 
-154.6, 1.7, -8.9 
-154.6, 1.7, -8.9 
-155.2, 1.7, -9.8 
-155.7, 1.7, -10
-155.7, 1.7, -10
-156.2, 1.7, -11
-156.2, 1.7, -11
-156.8, 1.7, -12
-157.2, 1.7, -13
-157.2, 1.7, -13
-157.8, 1.7, -14
-158.1, 1.7, -14
-158.1, 1.7, -14
-158.7, 1.7, -15
-159.0, 1.7, -16
-159.0, 1.7, -16
-159.6, 1.7, -17
-159.6, 1.7, -17
-160.2, 1.7, -18
-160.6, 1.7, -19
-160.6, 1.7, -19
-161.1, 1.7, -20
-161.1, 1.7, -20
-161.6, 1.7, -21
-161.6, 1.7, -21
-162.2, 1.7, -22
-162.5, 1.7, -23
-162.5, 1.7, -23
-163.0, 1.7, -24
-163.4, 1.7, -24
-163.4, 1.7, -24
-163.9, 1.7, -25
-163.9, 1.7, -25
-164.5, 1.7, -26
-164.8, 1.7, -27
-164.8, 1.7, -27
-165.2, 1.7, -28
-165.6, 1.7, -29
-165.6, 1.7, -29
-166.1, 1.7, -30
-166.4, 1.7, -30
-166.4, 1.7, -30
-166.8, 1.7, -31
-167.1, 1.7, -32
-167.5, 1.7, -33
-167.5, 1.7, -33
-167.9, 1.7, -34
-167.9, 1.7, -34
-168.4, 1.7, -35
-168.4, 1.7, -35
-168.8, 1.7, -36
-169.1, 1.7, -36
-169.3, 1.7, -37
-169.5, 1.7, -38
-169.9, 1.7, -38
-169.9, 1.7, -38
-170.3, 1.7, -40
-170.3, 1.7, -40
-170.7, 1.7, -41
-170.7, 1.7, -41
-171.1, 1.7, -42
-171.1, 1.7, -42
-171.4, 1.7, -43
-171.6, 1.7, -44
-171.6, 1.7, -44
-171.9, 1.7, -45
-171.9, 1.7, -45
-172.3, 1.7, -46
-172.5, 1.7, -47
-172.5, 1.7, -47
-172.8, 1.7, -48
-172.8, 1.7, -48
-173.1, 1.7, -49
-173.4, 1.7, -50
-173.4, 1.7, -50
-173.7, 1.7, -51
-173.9, 1.7, -51
-173.9, 1.7, -51
-174.2, 1.7, -52
-174.4, 1.7, -53
-174.4, 1.7, -53
-174.8, 1.7, -55
-175.0, 1.7, -56
-175.0, 1.7, -56
-175.2, 1.7, -57
-175.4, 1.7, -58
-175.4, 1.7, -58
-175.6, 1.7, -59
-175.8, 1.7, -60
-175.8, 1.7, -60
-176.1, 1.7, -61
-176.2, 1.7, -61
-176.2, 1.7, -61
-176.4, 1.7, -62
-176.6, 1.7, -63
-176.6, 1.7, -63
-176.8, 1.7, -65
-177.0, 1.7, -65
-177.0, 1.7, -65
-177.2, 1.7, -66
-177.3, 1.7, -67
-177.5, 1.7, -68
-177.5, 1.7, -68
-177.7, 1.7, -69
-177.8, 1.7, -70
-177.8, 1.7, -70
-178.0, 1.7, -71
-178.1, 1.7, -72
-178.1, 1.7, -72
-178.3, 1.7, -73
-178.3, 1.7, -73
-178.4, 1.7, -74
-178.4, 1.7, -74
-178.5, 1.7, -75
-178.6, 1.7, -76
-178.6, 1.7, -76
-178.7, 1.7, -77
-178.8, 1.7, -78
-178.8, 1.7, -78
-178.8, 1.7, -79
-178.8, 1.7, -79
-178.9, 1.7, -80
-178.9, 1.7, -80
-178.9, 1.7, -81
-178.9, 1.7, -82
-178.8, 1.7, -83
-178.8, 1.7, -83
-178.8, 1.7, -84
-178.7, 1.7, -85
-178.7, 1.7, -85
-178.7, 1.7, -86
-178.6, 1.7, -87
-178.6, 1.7, -87
-178.5, 1.7, -87
-178.5, 1.7, -88
-178.4, 1.7, -89
-178.4, 1.7, -89
-178.3, 1.7, -90
-178.3, 1.7, -90
-178.1, 1.7, -91
-178.1, 1.7, -92
-178.1, 1.7, -92
-177.9, 1.7, -93
-177.8, 1.7, -94
-177.8, 1.7, -94
-177.6, 1.7, -95
-177.5, 1.7, -96
-177.5, 1.7, -96
-177.3, 1.7, -97
-177.2, 1.7, -98
-177.2, 1.7, -98
-177.0, 1.7, -99
-176.7, 1.7, -100
-176.7, 1.7, -100
-176.5, 1.7, -100
-176.5, 1.7, -100
-176.2, 1.7, -100
-176.0, 1.7, -100
-176.0, 1.7, -100
-175.7, 1.7, -100
-175.7, 1.7, -100
-175.3, 1.7, -100
-175.1, 1.7, -100
-175.1, 1.7, -100
-174.7, 1.7, -100
-174.7, 1.7, -100
-174.4, 1.7, -100
-174.1, 1.7, -100
-174.1, 1.7, -100
-173.6, 1.7, -110
-173.6, 1.7, -110
-173.2, 1.7, -110
-172.9, 1.7, -110
-172.9, 1.7, -110
-172.5, 1.7, -110
-172.1, 1.7, -110
-172.1, 1.7, -110
-171.6, 1.7, -110
-171.6, 1.7, -110
-171.2, 1.7, -110
-170.9, 1.7, -110
-170.7, 1.7, -110
-170.3, 1.7, -110
-170.3, 1.7, -110
-169.9, 1.7, -110
-169.9, 1.7, -110
-169.3, 1.7, -120
-168.9, 1.7, -120
-168.9, 1.7, -120
-168.5, 1.7, -120
-168.1, 1.7, -120
-168.1, 1.7, -120
-167.4, 1.7, -120
-167.4, 1.7, -120
-166.9, 1.7, -120
-166.9, 1.7, -120
-166.2, 1.7, -120
-165.8, 1.7, -120
-165.8, 1.7, -120
-165.0, 1.7, -120
-165.0, 1.7, -120
-164.4, 1.7, -120
-164.4, 1.7, -120
-163.7, 1.7, -120
-163.1, 1.7, -120
-163.1, 1.7, -120
-162.2, 1.7, -130
-162.2, 1.7, -130
-161.3, 1.7, -130
-161.3, 1.7, -130
-160.5, 1.7, -130
-159.8, 1.7, -130
-159.8, 1.7, -130
-159.2, 1.7, -130
-158.5, 1.7, -130
-158.5, 1.7, -130
-157.6, 1.7, -130
-157.1, 1.7, -130
-157.1, 1.7, -130
-156.4, 1.7, -130
-155.7, 1.7, -130
-155.7, 1.7, -130
-154.8, 1.7, -130
-154.1, 1.7, -130
-154.1, 1.7, -130
-153.2, 1.7, -130
-152.5, 1.7, -130
-152.5, 1.7, -130
-151.7, 1.7, -130
-151.1, 1.7, -130
-151.1, 1.7, -130
-150.2, 1.7, -130
-149.6, 1.7, -140
-149.6, 1.7, -140
-148.8, 1.7, -140
-148.1, 1.7, -140
-148.1, 1.7, -140
-147.3, 1.7, -140
-146.9, 1.7, -140
-146.2, 1.7, -140
-145.6, 1.7, -140
-145.6, 1.7, -140
-144.7, 1.7, -140
-144.1, 1.7, -140
-143.5, 1.7, -140
-142.9, 1.7, -140
-142.9, 1.7, -140
-142.1, 1.7, -140
-141.2, 1.7, -140
-141.2, 1.7, -140
-140.4, 1.7, -140
-139.7, 1.7, -140
-139.7, 1.7, -140
-138.7, 1.7, -140
-138.7, 1.7, -140
-137.5, 1.7, -140
-137.5, 1.7, -140
-136.6, 1.7, -140
-136.0, 1.7, -140
-136.0, 1.7, -140
-135.0, 1.7, -140
-134.2, 1.7, -140
-134.2, 1.7, -140
-133.3, 1.7, -150
-133.3, 1.7, -150
-132.0, 1.7, -150
-132.0, 1.7, -150
-131.1, 1.7, -150
-130.4, 1.7, -150
-130.4, 1.7, -150
-129.2, 1.7, -150
-128.6, 1.7, -150
-128.6, 1.7, -150
-127.6, 1.7, -150
-126.9, 1.7, -150
-126.9, 1.7, -150
-125.8, 1.7, -150
-125.2, 1.7, -150
-124.3, 1.7, -150
-124.3, 1.7, -150
-123.3, 1.7, -150
-122.6, 1.7, -150
-122.6, 1.7, -150
-121.5, 1.7, -150
-120.6, 1.7, -150
-120.6, 1.7, -150
-119.4, 1.7, -150
-119.4, 1.7, -150
-118.2, 1.7, -150
-117.3, 1.7, -150
-117.3, 1.7, -150
-116.4, 1.7, -150
-115.7, 1.7, -150
-115.0, 1.7, -150
-114.2, 1.7, -150
-114.2, 1.7, -150
-113.3, 1.7, -150
-112.4, 1.7, -150
-112.4, 1.7, -150
-111.4, 1.7, -150
-110.5, 1.7, -150
-110.5, 1.7, -150
-109.6, 1.7, -150
-108.7, 1.7, -150
-108.2, 1.7, -150
-107.5, 1.7, -150
-106.8, 1.7, -150
-106.8, 1.7, -150
-105.8, 1.7, -150
-104.9, 1.7, -150
-104.9, 1.7, -150
-103.8, 1.7, -150
-103.0, 1.7, -150
-103.0, 1.7, -150
-101.9, 1.7, -150
-101.0, 1.7, -150
-101.0, 1.7, -150
-100.0, 1.7, -150
-100.0, 1.7, -150
-98.9, 1.7, -157
-98.0, 1.7, -157
-98.0, 1.7, -157
-97.0, 1.7, -157
-96.1, 1.7, -157
-96.1, 1.7, -157
-95.0, 1.7, -157
-95.0, 1.7, -157
-94.0, 1.7, -158
-93.3, 1.7, -158
-93.3, 1.7, -158
-92.1, 1.7, -158
-91.4, 1.7, -158
-91.4, 1.7, -158
-90.3, 1.7, -158
-89.6, 1.7, -158
-88.9, 1.7, -158
-88.9, 1.7, -158
-87.8, 1.7, -158
-87.1, 1.7, -158
-86.4, 1.7, -158
-86.4, 1.7, -158
-85.4, 1.7, -158
-84.6, 1.7, -158
-83.0, 1.7, -158
-82.3, 1.7, -159
-81.6, 1.7, -159
-80.7, 1.7, -159
-80.7, 1.7, -159
-79.5, 1.7, -159
-78.6, 1.7, -159
-78.6, 1.7, -159
-77.7, 1.7, -159
-77.0, 1.7, -159
-76.1, 1.7, -159
-76.1, 1.7, -159
-75.0, 1.7, -159
-74.1, 1.7, -159
-74.1, 1.7, -159
-73.1, 1.7, -159
-72.2, 1.7, -159
-71.5, 1.7, -159
-71.0, 1.7, -159
-70.1, 1.7, -159
-70.1, 1.7, -159
-69.0, 1.7, -159
-68.1, 1.7, -159
-68.1, 1.7, -159
-67.0, 1.7, -159
-66.2, 1.7, -159
-65.5, 1.7, -159
-65.5, 1.7, -159
-64.4, 1.7, -159
-64.4, 1.7, -159
-63.1, 1.7, -159
-62.3, 1.7, -159
-62.3, 1.7, -159
-61.2, 1.7, -159
-60.3, 1.7, -159
-59.6, 1.7, -159
-58.7, 1.7, -159
-58.0, 1.7, -159
-58.0, 1.7, -159
-56.9, 1.7, -159
-56.0, 1.7, -160
-55.1, 1.7, -160
-54.4, 1.7, -160
-54.4, 1.7, -160
-53.3, 1.7, -159
-52.5, 1.7, -159
-52.5, 1.7, -159
-51.4, 1.7, -159
-50.7, 1.7, -159
-50.7, 1.7, -159
-49.4, 1.7, -159
-48.7, 1.7, -159
-48.7, 1.7, -159
-47.7, 1.7, -159
-46.9, 1.7, -159
-46.2, 1.7, -159
-45.5, 1.7, -159
-45.5, 1.7, -159
-44.5, 1.7, -159
-43.6, 1.7, -159
-42.9, 1.7, -159
-42.1, 1.7, -159
-42.1, 1.7, -159
-41.1, 1.6, -159
-40.4, 1.6, -159
-40.4, 1.6, -159
-39.0, 1.6, -159
-39.0, 1.6, -159
-37.7, 1.6, -159
-37.0, 1.6, -159
-37.0, 1.6, -159
-35.8, 1.6, -159
-35.1, 1.6, -159
-35.1, 1.6, -159
-33.8, 1.6, -159
-33.8, 1.6, -159
-32.8, 1.6, -158
-32.8, 1.6, -158
-31.5, 1.6, -158
-31.5, 1.6, -158
-30.5, 1.6, -158
-29.4, 1.6, -158
-29.4, 1.6, -158
-28.4, 1.6, -158
-27.5, 1.6, -158
-26.8, 1.6, -158
-26.8, 1.6, -158
-25.6, 1.6, -157
-25.6, 1.6, -157
-24.3, 1.6, -157
-23.5, 1.6, -157
-23.5, 1.6, -157
-22.4, 1.6, -157
-21.5, 1.6, -157
-21.5, 1.6, -157
-20.5, 1.6, -157
-19.4, 1.6, -157
-19.4, 1.6, -157
-18.5, 1.6, -156
-17.5, 1.6, -156
-17.5, 1.6, -156
-16.4, 1.6, -156
-15.5, 1.6, -156
-14.8, 1.6, -156
-14.8, 1.6, -156
-13.6, 1.6, -156
-13.6, 1.6, -156
-12.5, 1.6, -156
-11.7, 1.6, -156
-10.9, 1.6, -155
-10.1, 1.6, -155
-10.1, 1.6, -155
-9.2, 1.6, -155.6 
-8.5, 1.6, -155.5 
-7.8, 1.6, -155.4 
-6.9, 1.6, -155.3 
-6.4, 1.6, -155.3 
-5.5, 1.6, -155.1 
-4.8, 1.6, -155.1 
-4.1, 1.6, -155.0 
-3.4, 1.6, -154.9 
-2.5, 1.6, -154.8 
-1.8, 1.6, -154.7 
-0.9, 1.6, -154.6 
-0.2, 1.6, -154.5 
-0.2, 1.6, -154.5 
1.0, 1.6, -154.4
1.0, 1.6, -154.4
2.3, 1.6, -154.2
2.3, 1.6, -154.2
3.5, 1.6, -154.1
4.2, 1.6, -154.1
5.1, 1.6, -154.0
5.1, 1.6, -154.0
6.2, 1.6, -154.0
7.0, 1.6, -153.9
7.0, 1.6, -153.9
8.1, 1.6, -153.9
9.0, 1.6, -153.8
9.0, 1.6, -153.8
9.9, 1.6, -153.8
11.0, 1.6, -153.7 
11.7, 1.6, -153.7 
11.7, 1.6, -153.7 
12.9, 1.6, -153.7 
12.9, 1.6, -153.7 
13.8, 1.6, -153.6 
14.7, 1.6, -153.5 
15.4, 1.6, -153.5 
16.1, 1.6, -153.4 
17.0, 1.6, -153.3 
17.7, 1.7, -153.2 
18.4, 1.7, -153.1 
19.5, 1.7, -153.0 
19.5, 1.7, -153.0 
20.5, 1.7, -152.8 
21.2, 1.7, -152.7 
21.9, 1.7, -152.6 
21.9, 1.7, -152.6 
23.2, 1.7, -152.4 
23.9, 1.7, -152.3 
24.7, 1.7, -152.1 
24.7, 1.7, -152.1 
25.8, 1.7, -152.0 
26.5, 1.7, -151.8 
27.2, 1.7, -151.7 
28.1, 1.7, -151.6 
28.8, 1.7, -151.4 
29.7, 1.7, -151.3 
30.4, 1.7, -151.1 
31.1, 1.7, -151.0 
31.9, 1.7, -150.9 
32.6, 1.7, -150.7 
32.6, 1.7, -150.7 
33.9, 1.7, -150.5 
34.6, 1.7, -150.4 
35.3, 1.7, -150.2 
35.3, 1.7, -150.2 
36.5, 1.7, -150.0 
37.2, 1.7, -149.8 
37.2, 1.7, -149.8 
38.2, 1.7, -149.6 
39.1, 1.7, -149.4 
39.1, 1.7, -149.4 
40.3, 1.7, -149.1 
40.3, 1.7, -149.1 
41.6, 1.7, -148.9 
42.4, 1.7, -148.7 
42.4, 1.7, -148.7 
43.5, 1.7, -148.6 
43.5, 1.7, -148.6 
44.7, 1.7, -148.4 
45.6, 1.7, -148.3 
46.3, 1.7, -148.3 
46.3, 1.7, -148.3 
47.4, 1.7, -148.1 
48.3, 1.7, -148.1 
49.0, 1.7, -148.0 
49.8, 1.7, -147.9 
50.5, 1.7, -147.8 
51.6, 1.7, -147.7 
51.6, 1.7, -147.7 
52.5, 1.7, -147.6 
53.5, 1.7, -147.5 
53.5, 1.7, -147.5 
54.6, 1.7, -147.4 
55.5, 1.7, -147.3 
56.2, 1.7, -147.2 
57.2, 1.7, -147.0 
57.2, 1.7, -147.0 
58.5, 1.7, -146.8 
59.3, 1.7, -146.7 
60.0, 1.7, -146.5 
60.7, 1.7, -146.4 
61.4, 1.7, -146.3 
62.3, 1.7, -146.1 
63.0, 1.7, -146.0 
63.7, 1.7, -145.9 
64.4, 1.7, -145.8 
65.1, 1.7, -145.7 
66.0, 1.7, -145.5 
66.9, 1.7, -145.4 
67.6, 1.7, -145.3 
68.6, 1.7, -145.2 
68.6, 1.7, -145.2 
69.7, 1.7, -145.1 
70.6, 1.7, -145.0 
70.6, 1.7, -145.0 
71.6, 1.7, -144.9 
72.5, 1.7, -144.8 
73.2, 1.7, -144.7 
73.2, 1.7, -144.7 
74.5, 1.7, -144.5 
75.4, 1.7, -144.4 
75.4, 1.7, -144.4 
76.4, 1.7, -144.3 
77.3, 1.7, -144.2 
78.0, 1.7, -144.1 
78.9, 1.7, -143.9 
78.9, 1.7, -143.9 
79.9, 1.7, -143.8 
80.8, 1.7, -143.6 
80.8, 1.7, -143.6 
81.9, 1.7, -143.5 
82.6, 1.7, -143.4 
82.6, 1.7, -143.4 
83.8, 1.7, -143.2 
84.7, 1.7, -143.0 
84.7, 1.7, -143.0 
85.8, 1.7, -142.8 
86.6, 1.7, -142.7 
86.6, 1.7, -142.7 
87.9, 1.7, -142.5 
88.6, 1.7, -142.3 
89.4, 1.7, -142.2 
89.4, 1.7, -142.2 
90.5, 1.7, -142.0 
91.3, 1.7, -141.8 
92.2, 1.7, -141.6 
92.9, 1.7, -141.4 
93.6, 1.7, -141.3 
94.6, 1.7, -141.0 
94.6, 1.7, -141.0 
95.7, 1.7, -140.7 
96.5, 1.7, -140.4 
97.2, 1.7, -140.1 
98.0, 1.7, -139.8 
98.8, 1.7, -139.5 
99.7, 1.7, -139.1 
100.3, 1.7, -138
101.0, 1.7, -138
101.6, 1.7, -138
102.4, 1.7, -137
103.2, 1.7, -137
104.0, 1.7, -137
104.0, 1.7, -137
105.0, 1.7, -136
105.8, 1.7, -136
105.8, 1.7, -136
106.9, 1.7, -135
107.8, 1.7, -135
107.8, 1.7, -135
108.9, 1.7, -134
109.7, 1.7, -134
110.5, 1.7, -134
110.5, 1.7, -134
111.6, 1.7, -133
111.6, 1.7, -133
112.6, 1.7, -133
113.4, 1.7, -132
113.4, 1.7, -132
114.3, 1.7, -132
115.3, 1.7, -131
115.3, 1.7, -131
116.2, 1.7, -131
117.0, 1.7, -130
117.0, 1.7, -130
117.9, 1.7, -130
118.7, 1.7, -129
118.7, 1.7, -129
119.6, 1.7, -129
120.2, 1.7, -128
120.2, 1.7, -128
121.1, 1.7, -128
121.8, 1.7, -127
122.4, 1.7, -127
122.4, 1.7, -127
123.2, 1.7, -126
123.9, 1.7, -126
124.5, 1.7, -125
124.5, 1.7, -125
125.3, 1.7, -124
125.3, 1.7, -124
126.0, 1.7, -123
126.5, 1.7, -123
126.9, 1.7, -122
127.2, 1.7, -122
127.6, 1.7, -121
128.1, 1.7, -120
128.5, 1.7, -120
128.8, 1.7, -119
128.8, 1.7, -119
129.3, 1.7, -118
129.6, 1.7, -117
129.9, 1.7, -116
130.1, 1.7, -116
130.2, 1.7, -115
130.4, 1.7, -114
130.4, 1.7, -114
130.6, 1.7, -113
130.7, 1.7, -112
130.8, 1.7, -112
130.8, 1.7, -111
130.8, 1.7, -110
130.8, 1.7, -109
130.8, 1.7, -109
130.8, 1.7, -108
130.8, 1.7, -107
130.8, 1.7, -107
130.7, 1.7, -106
130.7, 1.7, -105
130.7, 1.7, -105
130.6, 1.7, -104
130.5, 1.7, -103
130.5, 1.7, -103
130.4, 1.7, -102
130.3, 1.7, -101
130.3, 1.7, -101
130.2, 1.7, -100
130.1, 1.7, -99.8
130.1, 1.7, -99.8 
129.9, 1.7, -98.7 
129.8, 1.7, -97.8 
129.8, 1.7, -97.8 
129.6, 1.7, -96.8 
129.4, 1.7, -95.9 
129.4, 1.7, -95.9 
129.2, 1.7, -94.8 
129.1, 1.7, -94.1 
128.9, 1.7, -93.3 
128.9, 1.7, -93.3 
128.6, 1.7, -92.2 
128.6, 1.7, -92.2 
128.3, 1.7, -91.2 
128.1, 1.7, -90.3 
128.1, 1.7, -90.3 
127.7, 1.7, -89.2 
127.4, 1.7, -88.5 
127.2, 1.7, -87.8 
126.9, 1.7, -87.2 
126.6, 1.7, -86.4 
126.6, 1.7, -86.4 
126.1, 1.7, -85.4 
126.1, 1.7, -85.4 
125.7, 1.7, -84.4 
125.2, 1.7, -83.4 
125.2, 1.7, -83.4 
124.8, 1.7, -82.6 
124.3, 1.7, -81.7 
124.0, 1.7, -81.0 
124.0, 1.7, -81.0 
123.5, 1.7, -80.1 
123.2, 1.7, -79.5 
122.9, 1.7, -78.8 
